price,bedrooms,beds,bathrooms,accommodates,amenities_count,log_amenities_count,host_age_days,neighbourhood_median_price,is_shared_room,is_private_room,is_entire_place,te_neighbourhood,te_property_type
59.99999999999999,1.0,1.0,1.0,2,20,3.044522437723423,4084.0,85.00000000000001,0,1,0,105.48858889544172,141.45212834690346
150.00000000000009,1.0,1.0,1.0,1,16,2.833213344056216,4835.0,190.0,0,1,0,230.6657608772766,141.45212834690346
128.99999999999997,1.0,2.0,1.0,4,43,3.784189633918261,4366.0,109.00000000000009,0,1,0,129.31513259821628,163.3338196098838
161.99999999999994,2.0,3.0,2.0,7,24,3.2188758248682006,3406.0,89.99999999999967,0,0,1,115.94506783716658,141.45212834690346
150.00000000000009,1.0,1.0,1.0,2,14,2.70805020110221,4909.0,95.0,0,0,1,117.15563608911467,141.45212834690346
48.00000000000005,1.0,2.0,1.0,4,19,2.995732273553991,3216.0,,0,1,0,149.25272942876225,190.9922365885418
260.00000000000017,2.0,2.0,2.5,4,18,2.9444389791664403,4373.0,111.0,0,0,1,134.58660553602408,163.3338196098838
45.000000000000014,1.0,1.0,1.0,1,8,2.1972245773362196,3667.0,76.99999999999996,0,1,0,98.48318089296953,141.45212834690346
59.99999999999999,1.0,1.0,1.0,3,16,2.833213344056216,3743.0,62.499999999999986,0,1,0,70.3866117662511,163.3338196098838
110.00000000000004,1.0,1.0,1.0,3,12,2.5649493574615367,3878.0,,0,0,1,149.25272942876225,163.3338196098838
110.00000000000004,2.0,2.0,2.0,5,9,2.302585092994046,0.0,79.99999999999997,0,0,1,94.41632633612473,141.45212834690346
179.99999999999986,1.0,2.0,1.0,5,11,2.4849066497880004,3930.0,104.99999999999996,0,0,1,135.76241613403116,141.45212834690346
70.00000000000003,1.0,1.0,1.0,2,15,2.772588722239781,4945.0,118.5,0,0,1,173.08483063947347,141.45212834690346
220.00000000000048,1.0,1.0,1.0,3,19,2.995732273553991,3218.0,100.00000000000004,0,0,1,135.87951302551363,190.9922365885418
70.00000000000003,0.0,1.0,1.0,1,15,2.772588722239781,3988.0,135.00000000000003,0,0,1,156.6369334877933,141.45212834690346
100.00000000000004,1.0,3.0,1.0,4,20,3.044522437723423,4932.0,100.00000000000004,0,1,0,142.97069595252677,163.3338196098838
122.00000000000004,0.0,1.0,1.0,2,17,2.8903717578961645,4213.0,85.00000000000001,0,0,1,105.82344962534138,141.45212834690346
138.00000000000006,1.0,1.0,1.0,2,21,3.091042453358316,3879.0,222.0000000000002,0,1,0,272.1215556888084,185.81316523145617
64.99999999999999,0.0,1.0,1.0,2,10,2.3978952727983707,3746.0,70.50000000000006,0,0,1,86.25638787265449,141.45212834690346
55.000000000000014,1.0,1.0,1.0,2,20,3.044522437723423,4736.0,119.99999999999996,0,1,0,183.13023923676565,141.45212834690346
125.00000000000004,1.0,1.0,1.0,2,14,2.70805020110221,4969.0,164.9999999999998,0,1,0,213.48368588357081,141.45212834690346
39.99999999999998,1.0,1.0,1.0,2,20,3.044522437723423,3513.0,100.00000000000004,0,1,0,119.05781929921426,141.45212834690346
478.99999999999983,4.0,4.0,3.0,9,29,3.4011973816621555,4498.0,100.00000000000004,0,0,1,121.54126463186292,163.3338196098838
699.9999999999985,3.0,2.0,2.0,6,22,3.1354942159291497,4278.0,99.0,0,0,1,129.45214501223427,163.3338196098838
95.0,1.0,1.0,1.0,1,12,2.5649493574615367,3870.0,189.0000000000004,0,1,0,215.46280665445735,141.45212834690346
55.000000000000014,1.0,2.0,1.0,2,15,2.772588722239781,4500.0,100.00000000000004,0,1,0,119.05781929921426,141.45212834690346
249.9999999999999,1.0,1.0,1.0,2,16,2.833213344056216,5579.0,156.0,0,0,1,189.82624741572525,141.45212834690346
199.0,2.0,5.0,2.0,9,23,3.1780538303479458,3605.0,119.99999999999996,0,0,1,181.70901852414428,141.45212834690346
59.99999999999999,1.0,1.0,1.0,2,10,2.3978952727983707,4107.0,76.99999999999996,0,1,0,98.48318089296953,141.45212834690346
64.99999999999999,1.0,1.0,2.0,1,9,2.302585092994046,3979.0,160.00000000000023,0,1,0,174.98025949517486,141.45212834690346
45.000000000000014,0.0,1.0,1.0,2,18,2.9444389791664403,3337.0,100.00000000000004,0,0,1,126.2614554285281,141.45212834690346
144.99999999999997,1.0,1.0,1.0,3,5,1.791759469228055,4903.0,160.00000000000023,0,0,1,194.5503107025132,141.45212834690346
50.00000000000004,1.0,1.0,1.0,1,5,1.791759469228055,5637.0,99.0,0,1,0,176.98282201647174,163.3338196098838
64.99999999999999,1.0,2.0,1.0,2,31,3.4657359027997265,0.0,59.000000000000014,0,1,0,75.05594529637011,141.45212834690346
57.99999999999999,1.0,1.0,1.0,2,2,1.0986122886681098,3212.0,,0,1,0,149.25272942876225,163.3338196098838
135.00000000000003,1.0,1.0,1.0,2,15,2.772588722239781,4142.0,95.0,0,0,1,117.15563608911467,141.45212834690346
104.99999999999996,1.0,2.0,1.0,2,7,2.0794415416798357,3616.0,150.00000000000009,0,0,1,175.48427598748248,141.45212834690346
88.99999999999999,1.0,1.0,1.0,1,14,2.70805020110221,3608.0,101.00000000000004,0,1,0,124.02213257844146,141.45212834690346
279.9999999999999,3.0,3.0,2.0,8,18,2.9444389791664403,5567.0,85.00000000000001,0,0,1,97.30056169904314,163.3338196098838
324.99999999999994,2.0,2.0,2.0,4,9,2.302585092994046,4487.0,190.0,0,0,1,230.6657608772766,163.3338196098838
450.00000000000006,0.0,1.0,1.0,2,13,2.6390573296152584,4808.0,100.00000000000004,0,0,1,143.21651218767573,141.45212834690346
74.99999999999997,1.0,2.0,1.0,4,18,2.9444389791664403,4961.0,64.99999999999999,0,1,0,82.66832305079724,141.45212834690346
